et-5/0/4:0,1479794704
et-5/0/4:1,1483061378
et-5/0/4:2,1483448726
et-5/0/4:3,1480933328
et-5/0/5:0,1482609473
et-5/0/5:1,1479680628
et-5/0/5:2,1479455538
et-5/0/5:3,1483814527
et-5/0/6:0,1483667179
et-5/0/6:1,1487394502
et-5/0/6:2,1483011701
et-5/0/6:3,1521438931
et-5/0/7:0,1483960307
et-5/0/7:1,1482790005
et-5/0/7:2,1481154685
et-5/0/7:3,1489186196
et-5/0/12:0,2497019307742
et-5/0/12:1,2470883224922
et-5/0/12:2,2458659459950
et-5/0/13:0,2470494081920
et-5/0/13:1,2458960562004
et-5/0/13:3,2432339600755
et-4/0/4:0,1484372535
et-4/0/4:1,1547145624
et-4/0/4:2,1486303879
et-4/0/4:3,1483259554
et-4/0/5:0,1486060101
et-4/0/5:1,1483166647
et-4/0/5:2,1483894440
et-4/0/5:3,1486613990
et-4/0/6:0,1485077064
et-4/0/6:1,1489253576
et-4/0/6:2,1477296550
et-4/0/6:3,1485399110
et-4/0/7:0,1481393600
et-4/0/7:1,1482197715
et-4/0/7:2,1485928307
et-4/0/7:3,1488741243
et-4/0/12:0,2470741178219
et-4/0/12:1,2470806641344
et-4/0/13:1,2471066781978
et-4/0/13:2,2458567373552
et-4/0/13:3,2458595486155
et-0/0/0:1,4834706600751
et-0/0/1:0,448143923584
et-0/0/1:1,449320013562
et-0/0/1:2,448597269906
et-0/0/1:3,446812696427
et-0/0/2:0,450509967790
et-0/0/2:1,449695181246
et-0/0/2:2,449134275944
et-0/0/2:3,451332475661
et-0/0/3:0,447942182032
et-0/0/3:1,448328067753
et-0/0/3:2,448745400217
et-0/0/3:3,447829338528
et-0/0/4:0,449342536463
et-0/0/4:1,448889785852
et-0/0/4:2,450204877560
et-0/0/4:3,449585078069
et-0/0/9:0,19421718452902
et-0/0/9:1,200881046
et-0/0/9:3,92547754
et-1/0/0:1,4835395225813
et-1/0/1:0,448514246703
et-1/0/1:1,448723571435
et-1/0/1:2,448795866236
et-1/0/1:3,452377491169
et-1/0/2:0,447993591615
et-1/0/2:1,448459352278
et-1/0/2:2,449027729293
et-1/0/2:3,448755469959
et-1/0/3:0,448956414326
et-1/0/3:1,448078062977
et-1/0/3:2,447700580264
et-1/0/3:3,450307317369
et-1/0/4:0,447967489782
et-1/0/4:1,447087059113
et-1/0/4:2,449948979989
et-1/0/4:3,450652853044
et-1/0/9:3,8210380109
et-1/0/12:2,2432209771661
et-1/0/12:3,2432159347310
et-1/0/13:1,2432015048294
et-1/0/13:2,2432252051736
et-1/0/13:3,2432347454633
et-1/0/23:0,49574050
et-3/0/12:0,2432254628496
et-3/0/12:1,2432512421746
et-3/0/13:0,2470422036850
et-3/0/13:1,2511557782862
em0,89615412
em1,11956647
ixlv0,6781915529
ixlv1,71338629
lo0,41549580841
em0,89615412
em1,11956647
ixlv0,6781915529
ixlv1,71338629
lo0,41549858399
et-4/0/4:0,1484372535
et-4/0/4:1,1547147742
et-4/0/4:2,1486303879
et-4/0/4:3,1483259554
et-4/0/5:0,1486060101
et-4/0/5:1,1483166647
et-4/0/5:2,1483894440
et-4/0/5:3,1486613990
et-4/0/6:0,1485077064
et-4/0/6:1,1489253576
et-4/0/6:2,1477296550
et-4/0/6:3,1485399110
et-4/0/7:0,1481393600
et-4/0/7:1,1482197715
et-4/0/7:2,1485928307
et-4/0/7:3,1488741243
et-4/0/12:0,2471005306090
et-4/0/12:1,2471070095225
et-4/0/13:1,2471330216717
et-4/0/13:2,2458832125059
et-4/0/13:3,2458858184096
et-5/0/4:0,1479794704
et-5/0/4:1,1483061378
et-5/0/4:2,1483448726
et-5/0/4:3,1480933328
et-5/0/5:0,1482609473
et-5/0/5:1,1479680628
et-5/0/5:2,1479455538
et-5/0/5:3,1483814527
et-5/0/6:0,1483667179
et-5/0/6:1,1487394502
et-3/0/12:0,2432512615253
et-3/0/12:1,2432769670109
et-3/0/13:0,2470690303460
et-3/0/13:1,2511826264948
et-5/0/6:2,1483011701
et-5/0/6:3,1521438931
et-5/0/7:0,1483960307
et-5/0/7:1,1482790005
et-5/0/7:2,1481154685
et-5/0/7:3,1489186196
et-5/0/12:0,2497288987986
et-5/0/12:1,2471147596328
et-5/0/12:2,2458923896220
et-5/0/13:0,2470758830969
et-5/0/13:1,2459224992897
et-5/0/13:3,2432592885625
et-1/0/0:1,4835792593790
et-1/0/1:0,448551339554
et-1/0/1:1,448760991841
et-1/0/1:2,448833412874
et-1/0/1:3,452414757986
et-1/0/2:0,448030630757
et-1/0/2:1,448496621702
et-1/0/2:2,449064562200
et-1/0/2:3,448792703942
et-1/0/3:0,448993752289
et-1/0/3:1,448115248196
et-1/0/3:2,447737901717
et-1/0/3:3,450344436106
et-1/0/4:0,448005040385
et-1/0/4:1,447123955639
et-1/0/4:2,449986109459
et-1/0/4:3,450690525613
et-1/0/9:3,8210747656
et-1/0/12:2,2432480297534
et-1/0/12:3,2432431361678
et-1/0/13:1,2432285965639
et-1/0/13:2,2432523273599
et-1/0/13:3,2432619301180
et-1/0/23:0,49576318
et-0/0/0:1,4835075627419
et-0/0/1:0,448178707971
et-0/0/1:1,449354811787
et-0/0/1:2,448631958909
et-0/0/1:3,446846856666
et-0/0/2:0,450544458628
et-0/0/2:1,449729336727
et-0/0/2:2,449169099073
et-0/0/2:3,451366945841
et-0/0/3:0,447976796691
et-0/0/3:1,448362495749
et-0/0/3:2,448779798597
et-0/0/3:3,447864104620
et-0/0/4:0,449377359094
et-0/0/4:1,448924450544
et-0/0/4:2,450239763169
et-0/0/4:3,449619505580
et-0/0/9:0,19423189881802
et-0/0/9:1,200884010
et-0/0/9:3,92551437
em0,89669650
em1,11962398
ixlv0,6784926290
ixlv1,71371671
lo0,41570432493
et-3/0/12:0,2432765779142
et-3/0/12:1,2433024119768
et-3/0/13:0,2470954099649
et-3/0/13:1,2512090638542
et-4/0/4:0,1484372535
et-4/0/4:1,1547149928
et-4/0/4:2,1486303879
et-4/0/4:3,1483259554
et-4/0/5:0,1486060101
et-4/0/5:1,1483166647
et-4/0/5:2,1483894440
et-4/0/5:3,1486613990
et-4/0/6:0,1485077064
et-4/0/6:1,1489253576
et-4/0/6:2,1477296550
et-4/0/6:3,1485399110
et-4/0/7:0,1481393600
et-4/0/7:1,1482197715
et-4/0/7:2,1485928307
et-4/0/7:3,1488741243
et-4/0/12:0,2471269735781
et-4/0/12:1,2471334218276
et-4/0/13:1,2471594979227
et-4/0/13:2,2459097153315
et-4/0/13:3,2459123378190
em0,89704540
em1,11968405
ixlv0,6787633209
ixlv1,71405386
lo0,41591237111
et-0/0/0:1,4835448351981
et-0/0/1:0,448213408770
et-0/0/1:1,449389604511
et-0/0/1:2,448666888492
et-0/0/1:3,446881557737
et-0/0/2:0,450579141713
